ranking,game_id,name,min_players,max_players,avg_timeplay,min_timeplay,max_timeplay,year,avg_rating,num_votes,age,category,designer,weight
593,136991,Loony Quest,2,5,30,30,30,2015,7.13268,2715,8,"Action / Dexterity, Fantasy, Real-time","Laurent Escoffier, David Franck",1.2414
606,91536,Quarriors!,2,4,30,30,30,2011,6.81881,11480,14,"Dice, Fantasy, Fighting","Mike Elliott, Eric M. Lang",1.9638
611,152162,Diamonds,2,6,30,30,30,2014,7.02405,3355,8,Card Game,Mike Fitzgerald,1.5674
623,25821,The Werewolves of Miller's Hollow,8,18,30,30,30,2001,6.87198,7154,10,"Bluffing, Deduction, Horror, Murder/Mystery, Party Game","Philippe des Palliåères, Herv_ Marly",1.3233
636,143884,Machi Koro,2,4,30,30,30,2012,6.75309,15773,10,"Card Game, City Building, Dice",Masao Suganuma,1.5536
646,43022,Yomi,2,2,30,30,30,2011,7.13056,2591,10,"Bluffing, Card Game, Fantasy, Fighting, Video Game Theme",David Sirlin,2.3613
651,56692,Parade,2,6,30,30,30,2007,6.92918,3851,12,"Card Game, Novel-based",Naoki Homma,1.5023
660,140933,Blueprints,2,4,30,8,30,2013,6.92395,3955,14,Dice,Yves Tourigny,1.6875
665,13823,Fairy Tale,2,5,30,30,30,2004,6.78589,7221,10,"Card Game, Fantasy",Satoshi Nakamura,1.7617
696,154386,Medieval Academy,2,5,30,30,30,2014,7.08894,2197,8,Medieval,Nicolas Poncin,1.8242
697,156714,Doomtown: Reloaded,2,4,30,8,30,2014,7.37421,1682,12,"American West, Card Game, City Building, Fantasy, Horror","Dave Williams (II), Mark Wootton",3.4867
698,193042,Junk Art,2,6,30,8,30,2016,7.60103,1069,8,Action / Dexterity,"Jay Cormier, Sen-Foong Lim",1.2143
701,137297,Augustus,2,6,30,30,30,2013,6.79057,5802,8,"Ancient, Card Game",Paolo Mori,1.6282
710,175199,Mottainai,2,5,30,30,30,2015,7.08797,2072,13,Card Game,Carl Chudyk,2.9615
712,33604,Say Anything,3,8,30,30,30,2008,6.8405,4450,13,"Humor, Party Game","Dominic Crapuchettes, Satish Pillalamarri",1.0964
713,9203,Wings of War: Famous Aces,2,4,30,30,30,2004,6.87414,4389,10,"Aviation / Flight, Card Game, Wargame, World War I","Andrea Angiolino, Pier Giorgio Paglia",1.734
728,129051,Le Havre: The Inland Port,2,2,30,30,30,2012,7.00066,2409,10,"Economic, Industry / Manufacturing",Uwe Rosenberg,2.5481
729,183840,Oh My Goods!,2,4,30,30,30,2015,6.95621,2863,10,"Card Game, Economic, Medieval",Alexander Pfister,2.2125
731,125548,Pixel Tactics,2,2,30,30,30,2012,7.1125,2069,12,"Card Game, Fantasy, Fighting, Video Game Theme","D. Brad Talton, Jr.",2.6
734,122294,Ascension: Immortal Heroes,1,2,30,8,30,2012,7.46926,1213,13,"Card Game, Fantasy","Robert Dougherty, John Fiorillo, Justin Gary, Brian M. Kibler",2.1277
751,19999,Aton,2,2,30,8,30,2005,6.89939,2952,8,Ancient,Thorsten Gimmler,2.1077
756,22484,Ingenious: Travel Edition,2,2,30,30,30,2006,7.14205,1738,10,Abstract Strategy,Reiner Knizia,1.8544
762,143405,Sylvion,1,2,30,30,30,2015,7.3021,1408,10,"Animals, Card Game, Environmental, Fantasy",Shadi Torbey,2.0317
771,127024,Room 25,1,6,30,8,30,2013,6.84258,3703,13,"Bluffing, Deduction, Exploration, Horror, Maze, Negotiation, Science Fiction",Franåçois Rouz_,1.9227
776,3072,Necromunda,2,4,30,30,30,1995,7.26019,1573,12,"Fighting, Miniatures, Science Fiction, Wargame","Andy Chambers, Jervis Johnson, Rick Priestley",3.0719
782,203427,Fabled Fruit,2,5,30,30,30,2016,7.21374,1475,8,"Animals, Card Game",Friedemann Friese,1.5484
783,15512,Diamant,3,8,30,30,30,2005,6.74189,5104,8,"Adventure, Bluffing","Bruno Faidutti, Alan R. Moon",1.1185
786,9220,Saboteur,3,10,30,30,30,2004,6.63719,16705,8,"Bluffing, Card Game, Exploration, Party Game",Fr_deric Moyersoen,1.3357
792,220,High Society,3,5,30,30,30,1995,6.76531,4355,10,Card Game,Reiner Knizia,1.5499
799,19237,Ca$h 'n Gun$,4,6,30,30,30,2005,6.65886,8772,10,"Bluffing, Card Game, Fighting, Humor, Mafia, Negotiation, Party Game",Ludovic Maublanc,1.2777
802,139030,Mascarade,2,13,30,30,30,2013,6.71725,6192,10,"Bluffing, Medieval, Party Game",Bruno Faidutti,1.5195
812,3284,Star Wars: Epic Duels,2,6,30,30,30,2002,6.97408,2695,10,"Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction","Rob Daviau, Craig Van Ness",1.7619
817,142079,Space Cadets: Dice Duel,4,8,30,30,30,2013,6.92731,2446,12,"Dice, Fighting, Party Game, Real-time, Science Fiction, Space Exploration","Geoff Engelstein, Sydney Engelstein",2.0737
825,5716,Balloon Cup,2,2,30,30,30,2003,6.71024,5127,8,"Aviation / Flight, Card Game",Stephen Glenn,1.4604
838,2842,TransAmerica,2,6,30,30,30,2001,6.66444,6779,13,"Trains, Transportation",Franz-Benno Delonge,1.3603
844,1403,Turn the Tide,3,5,30,30,30,1997,6.80865,3159,10,Card Game,Stefan Dorra,1.5365
861,24827,Traders of Osaka,2,4,30,30,30,2006,6.88098,2371,12,"Ancient, Card Game, Economic",Susumu Kawasaki,2.0464
862,94104,Omen: A Reign of War,2,2,30,30,30,2011,7.40591,1032,12,"Ancient, Card Game, Fantasy, Mythology",John Clowdus,2.3483
885,29937,K_nig von Siam,2,4,30,30,30,2007,6.92958,1948,12,Political,Peer Sylvester,2.7166
890,158900,Samurai Spirit,1,7,30,30,30,2014,6.82764,2711,9,Fighting,Antoine Bauza,2.1269
913,138233,Ascension: Rise of Vigil,2,4,30,30,30,2013,7.23403,1238,13,"Card Game, Fantasy",Justin Gary,2.3065
914,111417,The Great Heartland Hauling Co.,2,4,30,30,30,2013,7.0053,1675,10,Transportation,Jason Kotarski,1.8776
924,201,The Rose King,2,2,30,23,30,1997,6.82039,2392,10,"Abstract Strategy, Medieval",Dirk Henn,1.9766
932,116,Guillotine,2,5,30,30,30,1998,6.53646,15473,12,"Card Game, Humor",Paul Peterson,1.2726
935,8129,Sluff Off!,3,5,30,30,30,2003,6.90693,1869,10,Card Game,Stefan Dorra,1.8571
955,9910,Wings of War: Watch Your Back!,2,4,30,30,30,2005,6.98189,1700,10,"Aviation / Flight, Card Game, Wargame, World War I","Andrea Angiolino, Pier Giorgio Paglia",1.7083
961,28089,ChÌ_teau Roquefort,2,4,30,30,30,2007,6.8557,1964,6,"Animals, Children's Game, Maze, Memory","Jens-Peter Schliemann, Bernhard Weber",1.5896
969,18745,Sun Tzu,2,2,30,30,30,2005,7.06268,1412,10,Ancient,Al Newman,2.0976
973,4396,Odin's Ravens,2,2,30,30,30,2002,6.68394,3343,10,"Animals, Card Game, Mythology, Racing",Thorsten Gimmler,1.6798
976,116954,Indigo,2,4,30,8,30,2012,6.8618,1939,8,Abstract Strategy,Reiner Knizia,1.5115
978,494,Ave Caesar,2,6,30,30,30,1989,6.63643,3837,12,"Ancient, Racing",Wolfgang Riedesser,1.3712
999,15511,Fjords,2,2,30,30,30,2005,6.71551,2687,8,"Abstract Strategy, Medieval, Territory Building",Franz-Benno Delonge,1.7177
1010,619,The Bottle Imp,2,4,30,8,30,1995,6.7435,2383,10,Card Game,GÌªnter Cornett,1.905
1023,157026,Ascension: Realms Unraveled,1,4,30,30,30,2014,7.70063,686,13,"Card Game, Fantasy",Justin Gary,2.1304
1032,6779,The Ark of the Covenant,2,5,30,30,30,2003,6.98599,1391,8,"Ancient, City Building, Religious","Ursula Stephan, Klaus-JÌªrgen Wrede",1.9231
1036,2397,Backgammon,2,2,30,30,30,-3000,6.52477,9011,8,"Abstract Strategy, Dice",(Uncredited),2.0302
1037,46396,Ubongo 3D,2,4,30,30,30,2009,7.17252,1054,10,"Puzzle, Real-time",Grzegorz Rejchtman,2.0135
1048,4636,Clans,2,4,30,30,30,2002,6.56509,4380,10,"Abstract Strategy, Bluffing, Deduction, Prehistoric",Leo Colovini,2.0312
1050,169611,Love Letter: The Hobbit ? The Battle of the Five Armies,2,4,30,8,30,2015,7.22288,1052,8,"Card Game, Deduction",Seiji Kanai,1.3095
1055,124172,Tsuro of the Seas,2,8,30,30,30,2012,6.62637,3643,8,"Abstract Strategy, Nautical","Tom McMurchie, Jordan Weisman",1.44
1063,903,Hamsterrolle,2,4,30,8,30,2000,6.8431,1669,7,Action / Dexterity,Jacques Zeimet,1.0789
1097,113289,Snake Oil,3,10,30,8,30,2010,6.82523,1743,10,"Card Game, Humor, Party Game",Jeff Ochs,1.1714
1106,118695,Riff Raff,2,4,30,30,30,2012,6.98894,1246,8,"Action / Dexterity, Party Game, Pirates",Christoph Cantzler,1.2319
1110,75358,Paris Connection,3,6,30,30,30,2010,6.80258,1645,8,"Economic, Trains",David V. H. Peters,1.8372
1128,1198,SET,2,20,30,23,30,1988,6.48779,7960,6,"Card Game, Puzzle, Real-time",Marsha J. Falco,1.7027
1131,29223,Marrakech,2,4,30,30,30,2007,6.70774,2103,6,Arabian,Dominique Ehrhard,1.3825
1139,112686,Epic Spell Wars of the Battle Wizards: Duel at Mt. Skullzfyre,2,6,30,30,30,2012,6.65603,3428,15,"Fantasy, Fighting, Humor","Rob Heinsoo, Cory Jones",1.6
1144,171726,Project: ELITE,1,4,30,30,30,2016,7.8111,575,12,"Fighting, Miniatures, Real-time, Science Fiction","Konstantinos Kokkinis, Sotirios Tsantilas",2.35
1147,127997,Qin,2,4,30,30,30,2012,6.81274,1580,8,"Abstract Strategy, Ancient, Territory Building",Reiner Knizia,2.0263
1161,49,Mamma Mia!,2,5,30,30,30,1999,6.48893,4847,10,Card Game,Uwe Rosenberg,1.3629
1168,1234,Once Upon a Time: The Storytelling Card Game,2,6,30,30,30,1993,6.47099,6271,8,"Card Game, Humor, Party Game, Real-time","Richard Lambert, Andrew Rilstone, James Wallis",1.3969
1176,104581,Panic on Wall Street!,3,11,30,30,30,2011,7.01564,1113,8,"Economic, Negotiation, Real-time",Britton Roney,1.6706
1178,66171,Dragonheart,2,2,30,30,30,2010,6.60691,2607,13,"Bluffing, Card Game, Fantasy, Fighting",RÌªdiger Dorn,1.3673
1179,30367,Perry Rhodan: The Cosmic League,2,2,30,30,30,2007,6.7876,1503,10,"Card Game, Economic, Science Fiction",Heinrich Glumpler,1.952
1182,398,Wildlife Safari,2,5,30,8,30,1994,6.61377,2479,7,"Animals, Card Game",Reiner Knizia,1.297
1188,1107,Nyet!,2,5,30,30,30,1997,6.85863,1325,10,Card Game,Stefan Dorra,1.9125
1197,19764,P NCT,2,2,30,23,30,2005,6.85236,1345,10,Abstract Strategy,Kris Burm,2.7417
1218,144864,Ascension: Darkness Unleashed,1,2,30,30,30,2013,7.5543,614,13,"Card Game, Fantasy",Justin Gary,2.32
1226,34585,Keltis,2,4,30,30,30,2008,6.45808,4409,10,Card Game,Reiner Knizia,1.6472
1228,54307,Chronicle,3,6,30,30,30,2009,6.8453,1349,12,"Card Game, Fantasy",Seiji Kanai,2
1232,150145,Skull King,2,6,30,8,30,2013,7.17072,860,8,"Card Game, Pirates","Brent Beck, Apryl Stott",1.8182
1238,151247,Greed,2,5,30,30,30,2014,6.79633,1421,10,"Card Game, Mafia",Donald X. Vaccarino,2.0123
1243,10997,Boomtown,3,5,30,30,30,2004,6.57351,2450,10,"American West, Card Game","Bruno Cathala, Bruno Faidutti",1.6906
1246,2596,Villa Paletti,2,4,30,30,30,2001,6.49127,3474,8,"Action / Dexterity, Children's Game, Party Game",Bill Payne,1.1548
1255,102237,Drako,2,2,30,30,30,2011,6.73394,1646,8,"Fantasy, Fighting",Adam Ka?u?a,1.7745
1258,638,Hera and Zeus,2,2,30,30,30,2000,6.52663,3028,12,"Bluffing, Card Game, Mythology",Richard Borg,2.0324
1265,125,Money!,3,5,30,30,30,1999,6.56257,2403,10,Card Game,Reiner Knizia,1.5539
1270,91523,Mondo,1,4,30,30,30,2011,6.60624,2098,8,"Animals, Environmental, Puzzle, Real-time",Michael Schacht,1.8016
1277,81453,Famiglia,2,2,30,30,30,2010,6.54301,2499,10,"Card Game, Mafia",Friedemann Friese,1.746
1288,144553,The Builders: Middle Ages,2,4,30,30,30,2013,6.54336,2635,10,"City Building, Medieval",Fr_d_ric Henry,1.7799
1289,172503,Mage Wars Academy,2,2,30,8,30,2015,7.49868,614,0,"Card Game, Fantasy, Fighting","Aaron Brosman, Matthew Burch, Bryan Pope",2.8947
1295,207830,5-Minute Dungeon,2,5,30,30,30,2017,7.71574,620,8,"Card Game, Fantasy, Fighting, Real-time",Connor Reid,1.0952
1297,2533,Kupferkessel Co.,2,2,30,8,30,2001,6.93845,1009,8,"Card Game, Fantasy",GÌªnter Burkhardt,1.6772
1299,145645,Le Fantå»me de l'Op_ra,2,2,30,8,30,2013,7.12404,820,9,"Deduction, Novel-based","Bruno Cathala, Ludovic Maublanc",2.1818
1300,1295,Pente,2,2,30,30,30,1977,6.62258,2321,8,Abstract Strategy,"Tom Braunlich, Gary Gabrel",2.1082
1305,45748,Carcassonne: Wheel of Fortune,2,5,30,30,30,2009,7.06202,891,8,"City Building, Medieval, Territory Building",Klaus-JÌªrgen Wrede,2.0645
1307,2569,Pick Picknic,2,6,30,30,30,2001,6.56785,2268,8,"Animals, Bluffing, Card Game, Children's Game, Negotiation",Stefan Dorra,1.1966
1308,174973,Boss Monster 2: The Next Level,2,4,30,30,30,2015,6.8682,1456,13,"Card Game, City Building, Expansion for Base-game, Fantasy, Video Game Theme","Johnny O'Neal, Chris O'Neal",1.7609
1313,17025,Friday the 13th,3,6,30,30,30,2005,6.46469,3348,8,Card Game,Reiner Knizia,1.2005
1314,526,Abalone,2,2,30,30,30,1987,6.43473,4633,7,Abstract Strategy,"Michel Lalet, Laurent Levi",2.2192
1317,6819,Skat,3,3,30,30,30,1810,7.29363,688,10,Card Game,(Uncredited),3
1327,174078,Holmes: Sherlock & Mycroft,2,2,30,30,30,2015,7.13721,789,10,"Card Game, Novel-based",Diego IbaÌêez,1.8529
1333,152242,Ultimate Werewolf: Deluxe Edition,5,75,30,30,30,2014,7.34393,738,8,"Bluffing, Card Game, Deduction, Horror, Murder/Mystery, Negotiation, Party Game",Ted Alspach,1.5909
1335,37196,Sorry! Sliders,1,4,30,30,30,2008,6.44223,3287,6,"Action / Dexterity, Children's Game",Craig Van Ness,1.0635
1338,217,A la carte,2,4,30,30,30,1989,6.49942,2639,13,"Action / Dexterity, Party Game",Karl-Heinz Schmiel,1.3174
1339,192074,Odin's Ravens (second edition),2,2,30,30,30,2016,7.131,801,10,"Animals, Card Game, Mythology, Racing",Thorsten Gimmler,1.3182
1345,118418,Divinare,2,4,30,30,30,2012,6.76971,1270,13,"Bluffing, Card Game, Deduction",Brett J. Gilbert,1.77
1357,19427,Gemblo,2,6,30,30,30,2005,6.86442,1130,6,Abstract Strategy,Justin Oh,1.8976
1373,125921,Catan: Junior,2,4,30,30,30,2012,6.75057,1429,6,"Children's Game, Dice, Nautical, Pirates",Klaus Teuber,1.5238
1384,17240,That's Life!,2,6,30,30,30,2005,6.50707,2398,8,Humor,"Michael Kiesling, Wolfgang Kramer",1.3225
1395,559,Metro,2,6,30,30,30,1997,6.36718,4637,8,Trains,Dirk Henn,1.6996
1401,949,Twixt,2,4,30,30,30,1964,6.58112,2015,12,Abstract Strategy,Alex Randolph,2.3757
1412,198525,Lotus,2,4,30,30,30,2016,6.96647,923,8,Card Game,"Jordan Goddard, Mandy Goddard",1.6
1421,191894,Imagine,3,8,30,30,30,2015,7.10039,761,12,"Deduction, Party Game, Puzzle","?? ?? (Shingo Fujita), Shotaro Nakashima, ???? (Motoyuki Ohki), Hiromi Oikawa",1.3
1424,183571,Deep Space D-6,1,1,30,30,30,2015,7.45547,580,0,"Print & Play, Science Fiction",Tony Go,1.6522
1433,191572,Animals on Board,2,4,30,30,30,2016,6.84245,998,8,Animals,"Wolfgang Sentker, Ralf zur Linde",1.4286
1436,155695,Age of War,2,6,30,30,30,2014,6.42197,3441,14,"Dice, Medieval",Reiner Knizia,1.1369
1437,634,River Dragons,2,6,30,30,30,2000,6.46303,2528,8,"Abstract Strategy, Racing",Roberto Fraga,1.7128
1453,38713,Time's Up! EdiciÌÔn Amarilla,4,12,30,30,30,2008,7.42352,525,0,"Humor, Party Game",Peter Sarrett,1.1333
1462,23451,Space Dealer,3,4,30,30,30,2006,6.57867,1577,10,"City Building, Real-time, Science Fiction, Transportation",Tobias Stapelfeldt,2.4049
1464,67877,Anomia,3,6,30,30,30,2010,6.66912,1442,10,"Party Game, Real-time, Trivia, Word Game",Andrew Innes,1.08
1465,5867,10 Days in Europe,2,4,30,30,30,2002,6.59362,1619,10,"Aviation / Flight, Educational, Exploration, Travel","Grafik Studio KrÌªger, Alan R. Moon, Aaron Weissblum",1.354
1471,157789,Pandemic: Contagion,2,5,30,30,30,2014,6.50144,2059,14,"Card Game, Medical",Carey Grayson,1.9067
1480,195043,Welcome Back to the Dungeon,2,4,30,8,30,2016,7.10375,698,10,"Bluffing, Card Game, Fantasy, Fighting","Antoine Bauza, Masato Uesugi",1.1111
1485,8195,Viva Topo!,2,4,30,30,30,2002,6.88024,917,4,"Animals, Children's Game, Dice",Manfred Ludwig,1.0938
1494,40381,Masters Gallery,2,5,30,30,30,2009,6.59641,1438,8,Card Game,Reiner Knizia,1.6579
1495,16216,Carcassonne: The Discovery,2,5,30,30,30,2005,6.50909,1930,8,Medieval,"Leo Colovini, Klaus-JÌªrgen Wrede",1.9367
1501,80006,Mord im Arosa,2,6,30,8,30,2010,6.6281,1368,10,"Action / Dexterity, Murder/Mystery, Party Game",Alessandro Zucchini,1.4615
1503,3421,StreetSoccer,2,2,30,8,30,2002,6.57979,1525,8,"Dice, Sports",Corn_ van Moorsel,1.5362
1508,143157,SOS Titanic,1,5,30,30,30,2013,6.70635,1150,8,Card Game,"Bruno Cathala, Ludovic Maublanc",1.6429
1510,40425,Maori,2,5,30,30,30,2009,6.61682,1352,8,"Exploration, Nautical",GÌªnter Burkhardt,1.7787
1511,1484,Clue: The Great Museum Caper,2,4,30,30,30,1991,6.71284,1233,10,"Children's Game, Deduction","John LaBelle, Thomas Rabideau, Dave Rabideau",1.9174
1512,205597,Jump Drive,2,4,30,30,30,2017,7.18526,616,13,"Card Game, Science Fiction",Thomas Lehmann,1.7143
1516,118705,Geistesblitz 2.0,2,8,30,30,30,2012,6.81636,989,8,"Action / Dexterity, Card Game, Children's Game, Party Game, Real-time",Jacques Zeimet,1.2857
1542,205610,A Game of Thrones: Hand of the King,2,4,30,30,30,2016,6.98531,750,14,"Card Game, Fantasy",Bruno Cathala,1.2222
1559,176530,Xenon Profiteer,2,4,30,30,30,2015,7.3577,495,10,"Card Game, Economic, Industry / Manufacturing","T. C. Petty, III",2.1765
1577,153318,Dimension,1,4,30,30,30,2014,6.86193,812,8,"Puzzle, Real-time",Lauge Luchau,1.375
1578,24762,Medici vs Strozzi,2,2,30,30,30,2006,6.5291,1546,10,"Economic, Renaissance",Reiner Knizia,2.4513
1581,205158,Codenames: Deep Undercover,4,8,30,30,30,2016,6.89189,852,18,"Deduction, Mature / Adult, Party Game, Spies/Secret Agents, Word Game",Vlaada ChvÌÊtil,1.5
1586,146312,Ghost Fightin' Treasure Hunters,2,4,30,30,30,2013,7.12383,627,8,"Adventure, Children's Game, Fantasy",Brian Yu,1.6522
1595,36367,Dust Tactics,2,4,30,30,30,2010,7.23103,652,0,"Miniatures, Science Fiction, World War II","Paolo Parente, Olivier Zamfirescu",2.94
1598,38548,Fast Flowing Forest Fellers,2,5,30,8,30,2008,6.53359,1425,8,"Racing, Sports",Friedemann Friese,1.5333
1604,90870,Pelican Cove,1,5,30,30,30,2011,6.75667,915,8,"Puzzle, Real-time",Lauge Luchau,1.7869
1607,178570,Unusual Suspects,3,18,30,30,30,2015,6.63987,1155,13,"Card Game, Deduction, Murder/Mystery, Party Game",Paolo Mori,1.1892
1616,37301,Decktet,0,0,30,30,30,2008,7.5166,420,0,"Card Game, Game System, Print & Play",P. D. Magnus,1.9655
1619,205046,Capital Lux,2,4,30,8,30,2016,7.25259,516,10,"Bluffing, Card Game, Science Fiction","Eilif Svensson, Kristian Amundsen Ìüstby",2.0833
1626,7866,10 Days in the USA,2,4,30,30,30,2003,6.46583,1735,10,Travel,"Alan R. Moon, Aaron Weissblum",1.4118
1642,130877,Blood Bound,6,12,30,30,30,2013,6.71791,1042,14,"Bluffing, Deduction, Fantasy, Horror, Negotiation, Party Game",Kalle Krenzer,1.7059
1657,84465,Ottoman Sunset,1,1,30,30,30,2010,7.4253,471,13,"Wargame, World War I",Darin A. Leviloff,1.9692
1665,136000,Rivet Wars: Eastern Front,2,2,30,30,30,2013,7.20217,581,14,"Miniatures, Wargame","Bill Podurgiel, Ted Terranova",2.4444
1676,141791,PiÌêata,2,2,30,30,30,2013,6.89323,707,13,Card Game,Stephen Glenn,1.5
1677,41490,Phantom Leader,1,1,30,30,30,2010,7.54723,426,12,"Aviation / Flight, Modern Warfare, Vietnam War, Wargame",Dan Verssen,2.5672
1678,100679,Ultimate Warriorz,2,8,30,30,30,2011,6.88646,721,8,"Fantasy, Fighting, Humor, Party Game",Guillaume Blossier,1.25
1683,169,En Garde,2,2,30,30,30,1993,6.50851,1392,8,"Card Game, Sports",Reiner Knizia,1.4123
1691,155708,Tiny Epic Defenders,1,4,30,30,30,2015,6.4442,1732,13,"Fantasy, Medieval",Scott Almes,1.7816
1705,1116,Oh Hell!,3,7,30,30,30,1930,6.77192,824,10,Card Game,Geoffrey Mott-Smith,1.8085
1706,114387,Thebes: The Tomb Raiders,2,4,30,30,30,2013,6.94403,632,8,"Card Game, Exploration, Travel",Peter Prinz,2.0714
1713,56885,The Werewolves of Miller's Hollow: The Village,8,18,30,30,30,2009,6.99385,589,8,"Bluffing, Deduction, Horror, Murder/Mystery, Party Game","Philippe des Palliåères, Herv_ Marly",1.7419
1716,10819,Navia Dratp,2,2,30,30,30,2004,7.1944,532,8,"Abstract Strategy, Collectible Components, Fantasy",Koichi Yamazaki,2.9091
1722,124380,Ladies & Gentlemen,4,10,30,30,30,2013,6.59415,1126,14,"Humor, Party Game, Post-Napoleonic, Real-time",Loå´c Lamy,2.0227
1733,8172,Coyote,3,6,30,30,30,2003,6.60331,1060,10,"Bluffing, Card Game, Deduction, Party Game",Spartaco Albertarelli,1.2095
1737,164812,Roll For It! Deluxe Edition,2,8,30,8,30,2014,6.66223,1064,8,Dice,Chris Leder,1.0962
1742,21641,Aqu_dukt,2,4,30,30,30,2005,6.42146,1542,8,"City Building, Dice",Bernhard Weber,1.7042
1755,168054,Grifters,2,4,30,30,30,2015,7.00175,646,14,"Card Game, Mafia","Dave Fulton, Jacob Tlapek",1.8571
1756,464,Billabong,2,4,30,30,30,1995,6.8464,682,10,"Abstract Strategy, Animals, Racing",Eric Solomon,1.9672
1759,147930,King & Assassins,2,2,30,30,30,2013,7.05219,590,10,"Bluffing, Medieval",?ukasz Wo?niak,1.8409
1764,7806,King Me!,3,6,30,30,30,2004,6.37554,1873,8,"Bluffing, Deduction, Renaissance",Stefano Luperto,1.2268
1768,119866,Wings of Glory: WW1 Rules and Accessories Pack,2,99,30,15,30,2012,8.05609,327,13,"Aviation / Flight, Card Game, Miniatures, Wargame, World War I","Andrea Angiolino, Pier Giorgio Paglia",2
1776,79073,Resident Evil Deck Building Game,1,4,30,30,30,2010,6.53083,1506,13,"Card Game, Horror, Video Game Theme, Zombies",Tylar Allinder,2.2828
1779,101020,PAX,1,4,30,30,30,2011,6.82674,686,10,"Ancient, Card Game",Bernd Eisenstein,2.1613
1790,105593,Mogel Motte,3,5,30,30,30,2011,6.51945,1218,7,"Action / Dexterity, Card Game","Emely Brand, Lukas Brand",1.1519
1795,161226,The Builders: Antiquity,2,4,30,8,30,2015,6.91182,618,10,"Ancient, City Building",Fr_d_ric Henry,1.9024
1806,66085,Keltis: Das Orakel,2,4,30,30,30,2010,6.98572,560,10,"Card Game, Racing",Reiner Knizia,2.1053
1808,155689,Dungeons & Dragons: Attack Wing,2,99,30,30,30,2014,7.47261,437,14,"Aviation / Flight, Collectible Components, Fantasy, Miniatures","Andrew Parks, Manny O'Donnell",2.8929
1833,28025,Wicked Witches Way,2,6,30,30,30,2006,6.43807,1345,8,"Dice, Fantasy, Humor, Memory, Racing, Real-time","Bruno Cathala, Serge Laget",1.4596
1839,152899,Pixel Tactics 3,2,2,30,30,30,2014,7.28407,423,12,"Card Game, Fantasy, Fighting, Video Game Theme","D. Brad Talton, Jr.",2.4375
1844,50381,Cards Against Humanity,4,30,30,8,30,2009,6.20019,14355,17,"Card Game, Humor, Mature / Adult, Party Game, Print & Play","Josh Dillon, Daniel Dranove, Eli Halpern, Ben Hantoot, David Munk, David Pinsof, Max Temkin, Eliot Weinstein",1.2538
1856,172155,Ascension: Dawn of Champions,1,4,30,30,30,2015,7.4701,386,13,"Card Game, Fantasy",Justin Gary,2.25
1865,170587,Don't Mess with Cthulhu,4,8,30,30,30,2014,6.98058,555,10,"Bluffing, Card Game, Horror, Negotiation",?? ?? (Yusuke Sato),1.2308
1867,174614,Apotheca,1,4,30,30,30,2016,7.02461,620,13,"Abstract Strategy, Bluffing, Deduction, Puzzle",Andrew Federspiel,2
1876,2582,Catch Phrase!,4,16,30,30,30,1994,6.34086,2024,12,Party Game,(Uncredited),1.1382
1877,160958,DC Comics Deck-Building Game: Rivals ? Batman vs The Joker,2,2,30,30,30,2014,7.16052,485,15,"Card Game, Comic Book / Strip",Matt Hyra,2
1878,73863,Grimoire,2,5,30,30,30,2010,6.47534,1179,12,"Card Game, Mythology",Hayato Kisaragi,1.8571
1895,10660,Micropul,1,2,30,30,30,2004,6.80378,686,9,"Abstract Strategy, Print & Play",Jean-Franåçois Lassonde,1.9167
1900,444,Midnight Party,2,8,30,30,30,1989,6.42605,1325,8,"Children's Game, Racing",Wolfgang Kramer,1.1549
1902,208895,New York Slice,2,6,30,30,30,2017,7.08535,475,8,Party Game,Jeffrey D. Allers,1.3571
1919,437,Master Labyrinth,2,4,30,8,30,1991,6.29195,1936,10,"Children's Game, Fantasy, Maze, Puzzle",Max J. Kobbert,1.8012
1931,38194,Cheaty Mages!,3,6,30,30,30,2008,6.33535,1612,12,"Card Game, Fantasy",Seiji Kanai,1.5714
1949,42898,Pocket Battles: Celts vs. Romans,2,2,30,30,30,2009,6.49037,1114,8,"Ancient, Wargame","Paolo Mori, Francesco Sirocchi",1.8605
1950,8817,Call of Cthulhu: Collectible Card Game,2,2,30,30,30,2004,6.90427,632,12,"Card Game, Collectible Components, Horror, Novel-based",Eric M. Lang,2.5484
1970,1213,Nuclear Escalation,2,6,30,30,30,1983,6.59746,888,10,"Card Game, Modern Warfare, Negotiation, Political, Wargame","Douglas Malewicki, Michael Stackpole",1.6024
1974,187273,The Dresden Files Cooperative Card Game,1,5,30,30,30,2017,7.43513,423,13,"Card Game, Dice, Fantasy, Horror, Novel-based",Eric B. Vogel,2
1981,29308,Beowulf: The Movie Board Game,2,4,30,30,30,2007,6.35842,1366,10,"Abstract Strategy, Fantasy, Medieval, Movies / TV / Radio theme","Reiner Knizia, Jeff Tidball",2.1496
1995,38657,Cities,1,4,30,30,30,2008,6.41898,1058,8,"City Building, Puzzle",Martyn F,1.6549
1996,4286,A Game of Thrones Collectible Card Game,2,5,30,30,30,2002,6.88924,594,0,"Card Game, Collectible Components, Fantasy, Novel-based","Eric M. Lang, Christian T. Petersen",2.8955
2002,22287,Buccaneer,3,5,30,30,30,2006,6.29701,1544,8,Pirates,Stefan Dorra,1.5805
