ranking,game_id,name,min_players,max_players,avg_timeplay,min_timeplay,max_timeplay,year,avg_rating,num_votes,age,category,designer,weight
2671,114667,The New Science,2,5,90,90,90,2013,6.53074,558,12,"Educational, Industry / Manufacturing, Renaissance",Dirk Knemeyer,2.6393
2761,30166,"The Good, the Bad, and the Munchkin",3,6,90,90,90,2007,6.22736,1062,10,"American West, Card Game, Fighting, Humor","J. H. G. Hendriks, Steve Jackson (I)",1.9839
2765,144566,Circus Train (Second edition),1,5,90,90,90,2013,7.12783,244,13,"Economic, Trains",Tom Decker,2.35
2769,180325,Elfenroads,2,6,90,90,90,2015,7.25444,225,13,"Fantasy, Travel",Alan R. Moon,2
2776,68603,Popular Front,2,6,90,90,90,2010,7.13469,245,12,"Bluffing, Card Game, Civil War, Political, Wargame","Patrick Stevens, Alex Stevens",2.2121
2784,108161,Aquileia,3,5,90,90,90,2011,6.79923,369,12,"Ancient, City Building, Dice, Economic",Cielo d'Oro,2.9444
2790,37198,Risk (Revised Edition),3,5,90,90,90,2008,6.04084,2179,0,"Territory Building, Wargame",Rob Daviau,2.1908
2791,1576,Gettysburg (125th Anniversary edition),2,2,90,90,90,1988,6.5475,473,12,"American Civil War, Wargame",S. Craig Taylor,1.9844
2809,539,Dampfross,2,6,90,23,90,1979,6.30814,670,10,"Racing, Trains",David G. Watts,2.2286
2824,5767,Mammoth Hunters,3,5,90,90,90,2003,6.14817,973,10,Prehistoric,"Alan R. Moon, Aaron Weissblum",2.3482
2853,104,Extrablatt,3,4,90,90,90,1991,7.05032,247,14,Territory Building,Karl-Heinz Schmiel,2.9
2855,22303,Celebrities,4,30,90,90,90,0,7.23286,213,0,"Humor, Party Game",(Uncredited),1.2143
2858,173018,Grimslingers,1,6,90,90,90,2015,6.97759,319,14,"American West, Card Game, Fantasy, Humor, Science Fiction",Stephen Gibson,2.7
2860,1448,Freight Train,2,5,90,90,90,1993,6.40324,494,10,"Card Game, Trains",Alan R. Moon,2.0351
2864,132758,Fool's Gold,3,5,90,23,90,2015,7.15419,234,14,Exploration,Joshua Gerald Balvin,2.125
2872,8126,Maya,3,5,90,90,90,2003,6.3362,567,9,Ancient,Bernd Eisenstein,2.4906
2880,132326,Venetia,2,4,90,90,90,2013,6.98606,259,12,"Civilization, Medieval, Renaissance","Marco Maggi, Francesco Nepitello",3.3043
2882,163937,World of Yo-Ho,2,4,90,23,90,2016,6.71963,327,8,"Adventure, Nautical, Pirates",none,2.1111
2892,460,Railway Rivals,2,6,90,90,90,1973,6.7346,348,10,"Racing, Trains",David G. Watts,2.3333
2924,103184,The Gnomes of Zavandor,2,4,90,90,90,2011,6.62207,370,10,"Economic, Fantasy",Torsten Landsvogt,2.5556
2931,13071,Age of Gods,3,6,90,90,90,2004,6.32449,660,12,"Bluffing, Fantasy, Mythology",Croc,2.2911
2934,17835,Monsters Menace America,2,4,90,90,90,2005,5.96738,2164,12,"Movies / TV / Radio theme, Science Fiction, Wargame","J. C. Connors (I), Ben Knight",1.8371
2960,137095,The Witches: A Discworld Game,1,4,90,90,90,2013,6.09049,1216,13,"Fantasy, Novel-based",Martin Wallace,1.6796
2981,181176,Council of Blackthorn,2,6,90,90,90,2016,7.70432,207,13,"Card Game, Dice, Fantasy, Medieval",Jay Meyer,2.1429
2989,8138,Kogge,2,4,90,90,90,2003,6.73707,285,10,Economic,Andreas Steding,3.48
2992,16162,Target Arnhem: Across 6 Bridges,2,2,90,90,90,2005,6.53367,398,12,"Wargame, World War II","Tetsuya Nakamura, Jun Tajima",2.1143
3026,186751,Mythic Battles: Pantheon,1,4,90,90,90,2017,9.33167,251,14,"Ancient, Card Game, Dice, Miniatures, Mythology, Wargame",Benoit Vogt,2.9375
3033,43,Airlines,2,6,90,90,90,1990,6.60601,347,12,"Aviation / Flight, Economic",Alan R. Moon,2.4062
3034,200934,Coldwater Crown,1,4,90,90,90,2017,8.00896,134,13,Nautical,Brian Suhre,2.2222
3038,149097,Spurs: A Tale in the Old West,3,5,90,23,90,2014,7.0345,231,13,"Action / Dexterity, Adventure, American West, Real-time","Sean Brown, Ole Steiness",2.3571
3043,75333,Target Earth,1,4,90,90,90,2010,6.74315,292,12,Science Fiction,Jacobo Cagigal,3.0333
3045,42560,The Hell of Stalingrad,1,4,90,90,90,2009,7.02963,242,10,"Card Game, Wargame, World War II",Steven Cunliffe,2.6875
3046,63027,Leviathans,2,8,90,23,90,2012,7.12213,235,13,"Aviation / Flight, Miniatures, Science Fiction, Wargame","Randall N. Bills, John Haward",2.9412
3049,26983,Dorn,2,6,90,90,90,2006,6.87907,280,10,"Adventure, Fantasy","Jan Dan?k, Ji?Ì¥ Dan?k, Jan D?evÌ¥kovsk_, Filip KozÌÊk, Kry?tof KozÌÊk, Jan KozÌÊk",2.8571
3062,126,The Really Nasty Horse Racing Game,2,6,90,90,90,1987,6.31892,658,12,"Animals, Racing",Simon Knock,1.68
3084,19765,Deduce or Die,3,6,90,90,90,2003,7.2311,182,9,"Card Game, Deduction, Print & Play",Larry Levy,3.1053
3093,28907,B-29 Superfortress,1,1,90,90,90,2008,6.9515,267,14,"Aviation / Flight, Wargame, World War II","Steve Dixon, Shawn Rife",2.6512
3115,8059,Ideology: The War of Ideas,2,5,90,90,90,2003,6.17102,844,12,Political,Andrew Parks,2.75
3117,6923,BattleTech: CityTech,2,6,90,90,90,1986,6.6766,312,12,"Miniatures, Science Fiction, Wargame","L. Ross Babcock, III, Forest Brown, Tara Gallagher, Sam Lewis, Mike Nystul, Bryan Nystul, Jordan Weisman, Wm. John Wheeler",3.3939
3130,162865,"I, Spy",2,4,90,90,90,2015,7.37084,178,13,"Bluffing, Deduction, Spies/Secret Agents, World War I",C. Simon Reid,3
3132,28185,The Kaiser's Pirates,1,4,90,90,90,2007,6.4199,479,9,"Card Game, Nautical, Wargame, World War I",James M. Day,2.2727
3137,3597,Strat-O-Matic Hockey,2,2,90,90,90,1978,7.03657,238,11,Sports,Hal Richman,2.3333
3154,4453,Statis Pro Basketball,1,2,90,23,90,1972,6.93106,235,12,"Card Game, Sports",Jim Barnes,2.1389
3156,175695,Minerva,1,4,90,90,90,2015,7.09152,191,10,City Building,Hisashi Hayashi,2.8667
3160,393,Dinosaurs of the Lost World,1,4,90,90,90,1987,6.53607,374,8,"Adventure, Novel-based",Mick (Mike) Uhl,1.907
3168,5677,Arnhem,2,2,90,90,90,1976,7.19856,196,12,"Wargame, World War II",J. A. Nelson,2.3333
3173,176435,Thrash'n Roll,2,4,90,90,90,2015,6.98818,222,12,"Card Game, Music","Aleksander Biela, Krzysztof Matusik",3.125
3181,110286,Zong Shi,3,5,90,90,90,2012,6.58476,298,13,Medieval,Kevin G. Nunn,2.5517
3209,5455,Tobruk:Tank Battles in North Africa 1942,2,2,90,90,90,1975,6.42153,468,12,"Wargame, World War II",Harold E. Hock,3.7308
3211,718,Galaxy: The Dark Ages,2,5,90,90,90,2000,6.23173,556,12,"Card Game, Science Fiction","Don Greenwood, Reiner Knizia",2.4
3213,133437,Dead Panic,2,6,90,90,90,2013,6.12126,754,13,Zombies,Justin De Witt,2.2683
3214,1693,Gladiator,2,6,90,23,90,1981,6.45816,407,12,"Ancient, Fighting",Michael E. Matheny,2.9565
3215,163163,Grand Prix,2,11,90,90,90,2016,7.28902,172,14,Racing,"Jeff Horger, Carla Horger",2.0909
3243,98443,Dark Horse,1,4,90,90,90,2012,6.78157,250,10,"American West, Dice, Territory Building, Trains",Don Lloyd,2.6667
3263,194230,Attack on Titan: Deck-Building Game,1,5,90,90,90,2016,7.21406,187,15,"Card Game, Movies / TV / Radio theme",Matt Hyra,2.1429
3289,1668,Modern Naval Battles,2,6,90,90,90,1989,6.42224,387,12,"Card Game, Modern Warfare, Nautical, Print & Play, Wargame","Alan Emrich, Beth Queman, Dan Verssen",2.2222
3296,48,Krieg und Frieden,2,4,90,90,90,1999,6.13325,651,12,"Medieval, Political",Gerard Mulder,2.4627
3313,697,Conspiracy,3,4,90,90,90,1973,6.2502,503,10,"Bluffing, Memory, Spies/Secret Agents",Eric Solomon,1.9091
3318,623,Swashbuckler,2,6,90,90,90,1980,6.89661,227,12,"Fighting, Renaissance","T. O'Neill, S. Craig Taylor",2.3871
3322,18932,Siena,2,5,90,90,90,2005,6.16317,641,12,"Economic, Medieval",Mario Papini,3.3269
3333,123844,City Hall,2,4,90,90,90,2014,6.6811,264,13,"City Building, Political",Michael R. Keller,2.8333
3336,31621,Gangster,2,5,90,23,90,2007,6.19857,532,10,Mafia,Thorsten Gimmler,2.3382
3361,8192,Railroad Dice,2,4,90,90,90,2003,6.20083,493,12,"Dice, Trains, Transportation",Jens Kappe,2.7073
3389,188178,Draconis Invasion,1,6,90,90,90,2016,7.54935,230,14,"Card Game, Fantasy",Jeff Lai,2.4286
3393,174518,Ylandyss,2,4,90,90,90,2015,7.53417,139,15,Fantasy,Pau Carles,2.25
3402,3563,The Lord of the Rings: The Fellowship of the Ring,2,2,90,23,90,2001,6.4912,339,12,"Fantasy, Miniatures, Movies / TV / Radio theme, Novel-based, Wargame",Rick Priestley,2.8462
3406,129359,Munchkin Pathfinder,3,6,90,90,90,2013,6.38158,494,12,"Card Game, Fantasy, Fighting, Humor","Andrew Hackard, Steve Jackson (I)",1.6364
3418,34871,Ventura,2,4,90,90,90,2011,6.49331,357,13,"Fighting, Renaissance, Territory Building","Alberto Menoncin, Silvio Negri-Clementi",3.0263
3428,145,Metropolis,2,5,90,90,90,1984,6.44667,327,16,"City Building, Negotiation",Sid Sackson,2.2424
3444,37906,Firestorm Armada,2,4,90,23,90,2009,7.3359,156,12,"Miniatures, Science Fiction, Wargame","Neil Fawcett, Michael Hetherington, Alain Padfield, Franco Sammarco, Derek Sinclair, Christopher Worth",3.037
3455,85108,U-Boat Leader,1,1,90,90,90,2011,6.93674,218,12,"Nautical, Wargame, World War II",Dave Schueler,2.4828
3483,566,Wongar,3,5,90,90,90,2000,6.33576,388,12,Prehistoric,"Richard Borg, Alan R. Moon",3
3484,16933,Super Munchkin,3,6,90,90,90,2005,5.93329,2157,10,"Card Game, Comic Book / Strip, Fighting, Humor",Steve Jackson (I),1.8392
3493,1275,221B Baker Street: The Master Detective Game,2,6,90,90,90,1975,5.95704,1813,10,"Deduction, Murder/Mystery, Novel-based","Antler Productions, Jay Moriarty",1.8118
3501,163175,Yashima: Legend of the Kami Masters,2,4,90,90,90,2015,7.2241,173,14,"Card Game, Collectible Components, Fantasy, Fighting, Miniatures, Mythology","Tony Gullotti, Joshua Sprung",2.6875
3505,162351,Shadows over Normandie,2,3,90,90,90,2015,7.50626,132,14,"Horror, Wargame, World War II",Yann and Clem,2.625
3506,204675,The Arrival,2,4,90,90,90,2016,7.04293,184,12,"Ancient, Civilization, Mythology, Territory Building",Martin Wallace,2.7273
3519,847,Feudal,2,6,90,90,90,1967,5.97263,1200,10,"Abstract Strategy, Medieval, Miniatures",Fred Buestchler,2.2411
3537,121409,1969,2,5,90,23,90,2012,6.4202,344,10,Exploration,"Aureliano Buonfino, Andrea Crespi, Lorenzo Silva, Lorenzo Tucci Sorrentino",2.2414
3551,199493,Escape the Room: Secret of Dr. Gravely's Retreat,3,8,90,90,90,2016,7.17248,153,13,"Deduction, Murder/Mystery, Party Game, Puzzle","Rebecca Bleau, Nicholas Cravotta",2
3590,147624,Mount Everest,2,5,90,90,90,2013,6.49327,284,10,"Environmental, Exploration, Sports, Transportation",Adam Ka?u?a,2.7143
3605,6607,Munchkin Fu,3,6,90,90,90,2003,5.92083,1974,10,"Card Game, Fighting, Humor",Steve Jackson (I),1.75
3617,6226,Eastern Front Tank Leader,2,2,90,90,90,1986,6.78711,194,12,"Wargame, World War II","Eric Goldberg, Guy Hail, John Hill (I)",2.9333
3637,42731,Lock 'n Load: Heroes of the Gap,2,2,90,90,90,2011,8.06009,109,12,"Modern Warfare, Wargame","Pete Abrams, Mark H. Walker",3.2222
3640,160908,Plus Ultra: The Court of the Emperor Charles V,2,4,90,90,90,2016,7.60454,119,12,"Exploration, Renaissance","Manuel D. Cruz DÌ¥az, Antonio J. Dionisio",3.3333
3684,75782,The Phantom League,2,6,90,90,90,2010,6.51697,271,12,"Fighting, Negotiation, Science Fiction, Space Exploration, Transportation",Timo Multam_ki,3.2222
3702,180193,Expo 1906,1,4,90,90,90,2015,7.07497,143,12,"Industry / Manufacturing, Puzzle","Remo Conzadori, Nestore Mangone",3.1667
3711,137872,EONS,2,5,90,90,90,2013,6.82371,205,14,"Space Exploration, Territory Building","David Villegas, Christopher Witt, Krista Witt",2.7
3725,198287,Die Legenden von Andor: Die letzte Hoffnung,2,4,90,90,90,2016,8.12118,85,10,"Adventure, Fantasy, Puzzle",Michael Menzel,2.75
3729,191438,North American Railways,3,5,90,23,90,2016,6.85347,165,12,"Card Game, Economic",Peer Sylvester,2.5
3745,8798,Winter War,2,2,90,90,90,1972,7.07157,153,12,"Wargame, World War II",James F. Goff,2.4375
3749,181122,Wrath of Dragons,2,6,90,90,90,2015,7.20729,144,12,Fantasy,Keith Rentz,2.8333
3765,37257,The Uncharted Seas,2,4,90,90,90,2008,7.01247,150,12,"Fantasy, Miniatures, Nautical, Wargame","Neil Fawcett, Mark Sims",2.8182
3785,79282,Era of Inventions,3,5,90,90,90,2010,6.10224,513,12,Industry / Manufacturing,Anthony Daamen,2.9322
3798,122599,Winter Tales,3,7,90,90,90,2012,6.2207,400,14,"Card Game, Novel-based","Jocularis, Matteo Santus",2.619
3799,191986,Rhodes,2,5,90,68,90,2016,6.84626,185,10,"Ancient, City Building, Economic, Nautical, Transportation",Pieter Boots,2.6
3801,135508,The Mushroom Eaters,2,5,90,90,90,2013,7.20047,129,18,"Adventure, Ancient, Exploration",Nate Hayden,2.5
3810,22948,Munchkin Impossible,3,6,90,90,90,2006,6.02095,926,10,"Card Game, Fighting, Humor, Spies/Secret Agents",Steve Jackson (I),1.8261
3825,3711,Flight Leader,2,8,90,90,90,1986,6.16059,522,12,"Aviation / Flight, Modern Warfare, Wargame",Gary C. Morgan,3.4865
3838,207208,Armageddon,3,4,90,90,90,2016,6.75859,184,12,City Building,"Chris Marling, David Thompson (I)",2.875
3857,76207,Blockade Runner,2,6,90,23,90,2010,6.74723,202,12,American Civil War,"Patrick Stevens, Alex Stevens",2.4194
3860,206490,An Infamous Traffic,2,5,90,90,90,2016,7.37165,112,14,"Economic, Industry / Manufacturing, Political",Cole Wehrle,3.4
3885,507,Cartel,2,4,90,90,90,1973,6.94053,159,10,Economic,Phil Orbanes Sr.,2.2632
3921,181404,Taverna,2,5,90,90,90,2015,6.41129,279,12,"Fantasy, Medieval",Karl Marcelle,2.6429
3924,12764,City and Guilds,3,5,90,90,90,2004,6.62512,189,8,"City Building, Medieval",Steve Kingsbury,2.6667
3931,158982,Blue Max: World War I Air Combat,2,6,90,90,90,2014,6.71644,208,12,"Aviation / Flight, Wargame, World War I","Phil Hall, John Harshman",2.3
3937,1371,Mustangs,2,4,90,90,90,1991,6.48553,235,10,"Aviation / Flight, Wargame, World War II",S. Craig Taylor,2.2963
3938,204472,Sub Terra,1,6,90,90,90,2017,8.60267,150,10,"Exploration, Horror, Maze",Tim Pinder,2.3333
3967,58886,Alba Longa,2,5,90,23,90,2011,6.14548,389,12,"Ancient, City Building, Civilization, Dice, Economic",Graeme Jahns,3.0571
4002,88253,Unconditional Surrender! Case Blue,2,2,90,90,90,2010,7.55155,97,14,"Print & Play, Wargame, World War II",Salvatore Vasta,2.5
4003,27574,Island Fortress,2,4,90,90,90,2013,6.61315,213,13,Card Game,Bryan Johnson,2.9231
4005,103235,Singapore,3,4,90,90,90,2011,6.20866,343,12,Economic,Peer Sylvester,2.625
4010,62030,RÌ¥o de la Plata,2,5,90,90,90,2010,6.43638,246,14,"City Building, Civilization",Michele Quondam,3.725
4021,135888,Titanium Wars,3,4,90,90,90,2013,6.24675,332,12,"Card Game, Negotiation, Science Fiction, Space Exploration",Fr_d_ric Gu_rard,2.4706
4028,159446,Panthalos,2,5,90,90,90,2014,6.92766,141,12,"Ancient, Fighting, Mythology",Bernd Eisenstein,2.9231
4032,112991,Munchkin Conan,3,6,90,90,90,2012,6.4609,257,10,"Card Game, Comic Book / Strip, Fantasy, Fighting, Humor",Steve Jackson (I),1.6154
4051,173759,Cauldron,2,5,90,90,90,2015,7.3227,163,11,"Economic, Fantasy",Artem Safarov,2.4444
4060,1098,Judge Dredd,2,6,90,90,90,1982,6.18474,424,8,"Comic Book / Strip, Fighting, Science Fiction",Ian Livingstone,1.9167
4100,158973,Albion's Legacy,1,6,90,90,90,2015,7.13984,174,14,"Adventure, Fantasy, Medieval, Novel-based","Thomas M. Gofton, Aron Murch, Cameron Parkinson",3.25
4130,11202,The First World War,2,4,90,90,90,2004,6.10955,420,12,"Wargame, World War I",Ted Raicer,2.3377
4133,73650,Porto Carthago,3,5,90,23,90,2010,6.36761,230,12,Ancient,Bernd Eisenstein,3.1034
4151,138105,Hordes: High Command,2,4,90,90,90,2013,6.43268,257,12,Card Game,David Carl,2.5882
4187,6251,Arnhem: Defiant Stand,2,6,90,90,90,2003,7.63456,100,12,"Wargame, World War II","Kurt Martin, Ray Tapio",3.8421
4200,161965,Johari,2,4,90,90,90,2014,6.37692,242,10,Economic,Carlo Lavezzi,2.2105
4212,66080,The Lost Cause,1,1,90,23,90,2010,7.43281,96,14,"American Civil War, Wargame",Hans von Stockhausen,2.5
4215,4085,Leningrad,2,2,90,90,90,1979,6.5351,208,12,"Wargame, World War II",Dick Rustin,1.9362
4229,119804,Empire Express,2,4,90,90,90,2012,6.77138,152,10,"Economic, Trains, Transportation",Larry Roznai,2
4236,93194,11,3,6,90,90,90,2011,6.17964,355,12,"Adventure, Deduction, Mythology",Marco Valtriani,2.7436
4239,181265,BrilliAnts,1,6,90,90,90,2017,7.59642,124,8,"Animals, Card Game, Environmental, Territory Building",Maxime Tardif,2.4
4240,147240,Catan: Family Edition,3,4,90,90,90,2012,6.67275,222,10,Negotiation,Klaus Teuber,2.4
4273,736,San Francisco,3,5,90,90,90,2000,6.18646,297,12,City Building,"Thorsten L_pmann, Andreas Wetter",2.5882
4275,137500,Gothic Invasion,2,5,90,23,90,2014,7.37282,103,12,"Ancient, Wargame","Alexander Boucharelis, Lefteris Iroglidis",2.25
4349,72204,Alien Uprising,1,5,90,90,90,2014,6.35439,239,13,"Dice, Science Fiction","Sean Brown, Richard Launius",3.1667
4352,161620,"OmertÌ_, el poder de la mafia",2,5,90,90,90,2015,7.51712,111,14,"Card Game, Dice, Mafia",Rodrigo GonzÌÊlez,2.5
4360,169697,Heldentaufe,2,5,90,90,90,2017,7.855,100,10,"Adventure, Exploration, Fantasy, Negotiation","Simon Junker, Daniel Theuerkaufer",2.2
4391,191038,West of Africa,2,5,90,90,90,2016,6.49679,187,10,"Civilization, Economic, Farming",Martin Schlegel,2.6667
4399,1901,Star Fleet Battle Force,1,6,90,90,90,2001,6.48609,214,8,"Card Game, Science Fiction, Wargame",Stephen V. Cole,2.069
4403,192455,First Martians: Adventures on the Red Planet,1,4,90,90,90,2017,7.91485,75,10,"Adventure, Electronic, Exploration",Ignacy Trzewiczek,4
4420,191387,Star Trek: The Dice Game,1,1,90,90,90,2016,7.69489,88,12,"Dice, Print & Play, Science Fiction",Carl White,2
4429,55158,Luna Llena: Full Moon,2,7,90,90,90,2009,6.43628,199,14,"Adventure, Deduction, Exploration, Horror",Servando Carballar,2.75
4450,27736,Dead of Night,1,6,90,90,90,2007,7.07893,121,10,"Exploration, Fighting, Horror, Humor, Movies / TV / Radio theme, Print & Play, Zombies",Simon Spearing,2.2222
4497,19464,Soccer Tactics World,2,2,90,90,90,2006,6.09957,329,0,"Dice, Sports",Randy Thompson,1.8148
4499,20074,Railroad Dice 2,2,4,90,90,90,2005,6.37615,188,12,"Dice, Economic, Trains",Jens Kappe,2.3889
4515,5041,IDF (Israeli Defense Force),2,4,90,90,90,1993,6.932,125,12,"Modern Warfare, Wargame",James M. Day,3.7059
4529,18615,Warmaster Ancients,2,99,90,90,90,2005,7.12913,103,12,"Ancient, Book, Medieval, Miniatures, Wargame",Rick Priestley,2.7059
4540,62226,Iron and Oak,2,0,90,23,90,2013,6.88618,123,12,"American Civil War, Civil War, Nautical, Wargame",James M. Day,2.5357
4544,38707,Bushido: Der Weg des Kriegers,3,5,90,90,90,2008,6.37908,238,12,"Bluffing, Fighting, Medieval, Political","Michael Nietzer, Oliver Wolf",3.5882
4546,303,Koalition,4,10,90,90,90,1992,6.4207,186,12,"Card Game, Negotiation, Political",Hartmut Witt,2.3125
4552,164448,Ninja All-Stars,2,4,90,90,90,2015,6.75449,178,13,"Adventure, Collectible Components, Fantasy, Fighting, Humor, Miniatures, Sports, Video Game Theme","John Cadice, David Freeman, Deke Stella",2.625
4570,1518,Executive Decision,2,6,90,90,90,1971,6.03877,365,12,"Economic, Industry / Manufacturing, Math, Negotiation","(Uncredited), Sid Sackson",2.3158
4595,2368,Battlecars,2,4,90,90,90,1983,6.12912,340,12,"Dice, Fighting, Racing, Science Fiction","Gary Chalk, Ian Livingstone",1.9792
4604,104498,Pirates of Nassau,3,5,90,90,90,2012,7.02807,114,10,"Nautical, Pirates","Richard Glazer, Tom Merrigan, Gabrio Tolentino",2.8571
4605,156737,The X-Files,2,5,90,90,90,2015,6.38418,216,13,"Adventure, Bluffing, Movies / TV / Radio theme, Science Fiction",Kevin Wilson,1.875
4658,177857,Achaia,2,5,90,90,90,2015,6.69248,149,14,"Ancient, Dice, Fantasy, Negotiation, Novel-based, Political",Krzysztof Wolicki,3.1538
4665,104627,Feudalia,1,4,90,90,90,2011,7.76747,63,14,"Card Game, City Building, Civilization, Medieval, Negotiation",Fernando Abad,3.2222
4694,771,Kings and Castles,2,4,90,90,90,2000,6.60846,136,10,"Medieval, Wargame","Gary Dicken, Steve Kendall, Phil Kendall",2.6154
4709,132799,Student Bodies,2,5,90,90,90,2014,6.68715,151,14,"Horror, Zombies","Michel Grenier, Matthieu Regney",2.6667
4722,182260,Agent Decker,1,1,90,90,90,2015,7.08884,112,10,"Card Game, Print & Play, Spies/Secret Agents",Manuel Correia,1.8
4724,205078,Barcelona: The Rose of Fire,2,4,90,90,90,2016,6.73209,129,10,City Building,"Marco Maggi, Francesco Nepitello",3
4736,31075,Ming Dynasty,2,4,90,90,90,2007,5.95961,458,10,Medieval,Robert F. Watson,2.8448
4749,607,Honor of the Samurai,3,6,90,90,90,1996,5.89757,756,10,"Card Game, Medieval",Scott Kimball,2.2
4759,156474,MERCS: Recon ? Assassination Protocol,1,5,90,90,90,2015,6.87414,116,12,"Fighting, Miniatures, Modern Warfare, Science Fiction",Brian Shotton,3.5
4767,93537,Giza: The Great Pyramid,3,4,90,90,90,2012,6.42349,166,12,Ancient,Dave Heberer,3
4774,180345,Zena 1814,2,5,90,90,90,2015,7.08726,106,12,"Economic, Political","Alberto Barbieri, Luigi Cornaglia",3.1111
4790,28828,Modern Naval Battles: Global Warfare,2,6,90,90,90,2008,6.72121,132,10,"Card Game, Dice, Modern Warfare, Nautical, Wargame",Dan Verssen,1.8065
4803,180921,Lutåèce,2,5,90,90,90,2015,6.77568,111,10,"Ancient, Card Game",Nicolas Sato,2.125
4811,175324,Fog of Love,2,2,90,90,90,2017,7.61141,71,15,"Bluffing, Card Game, Deduction",Jacob Jaskov,1.75
4817,6608,Lord of the Rings Trivia Game,2,4,90,23,90,2003,6.07707,341,12,"Adventure, Fantasy, Novel-based, Trivia",Christian T. Petersen,2.0732
4862,9918,Rivoli 1797,2,2,90,90,90,1998,7.57278,72,12,"Napoleonic, Wargame","Fr_d_ric Bey, Marc Brandsma",2.5
4898,9855,Strat-O-Matic Pro Basketball,2,2,90,90,90,1973,6.89844,128,11,Sports,Hal Richman,2.5625
4903,12747,Scarabeo,2,4,90,23,90,1963,6.35358,204,8,Word Game,Aldo Pasetti,2.1176
4904,206206,Escape from 100 Million B.C.,1,6,90,90,90,2017,7.73486,70,13,Adventure,Kevin Wilson,1
4923,186020,Stawka wi?ksza ni? ?ycie,1,2,90,90,90,2015,8.26452,62,0,"Movies / TV / Radio theme, Spies/Secret Agents, World War II","Maja Mirska, Robert Sypek",3.7692
4931,136146,Hell's Gate,2,2,90,90,90,2013,6.98352,88,13,"Wargame, World War II",Philip Sabin,2.1333
4940,3231,Die Sieben Weisen,3,5,90,90,90,2002,6.02686,296,12,"Card Game, Negotiation",Reiner Stockhausen,2.4138
4956,130908,Desperados,3,6,90,90,90,2012,6.56181,127,12,American West,Florian Racky,2.375
4959,13976,Feudo,2,4,90,90,90,2004,6.07838,303,12,"Fighting, Medieval",Mario Papini,2.8889
